WEEK_END_DATE,STORE_NUM,UPC,UNITS,VISITS,HHS,SPEND,PRICE,BASE_PRICE,FEATURE,DISPLAY,TPR_ONLY
04-Aug-10,2277,2066200531,24,19,18,143.76,5.99,5.99,0,0,0
11-Aug-10,2277,2066200530,12,12,12,71.88,5.99,5.99,0,0,0
11-Aug-10,2277,2066200531,26,19,18,155.74,5.99,5.99,0,0,0
18-Aug-10,2277,2066200530,9,9,9,53.91,5.99,5.99,0,0,0
18-Aug-10,2277,2066200531,13,13,13,77.87,5.99,5.99,0,0,0
25-Aug-10,2277,2066200530,19,17,16,113.81,5.99,5.99,0,0,0
25-Aug-10,2277,2066200531,23,21,20,137.77,5.99,5.99,0,0,0
01-Sep-10,2277,2066200530,14,13,13,83.86,5.99,5.99,0,0,0
01-Sep-10,2277,2066200531,26,24,24,156.26,6.01,6.01,0,0,0
08-Sep-10,2277,2066200530,15,13,13,89.85,5.99,5.99,0,0,0
08-Sep-10,2277,2066200531,15,13,13,89.85,5.99,5.99,0,0,0
15-Sep-10,2277,2066200530,15,13,12,89.85,5.99,5.99,0,0,0
15-Sep-10,2277,2066200531,23,22,22,137.77,5.99,5.99,0,0,0
22-Sep-10,2277,2066200530,28,28,27,167.72,5.99,5.99,0,0,0
22-Sep-10,2277,2066200531,31,30,30,185.69,5.99,5.99,0,0,0
29-Sep-10,2277,2066200530,19,18,18,113.81,5.99,5.99,0,0,0
29-Sep-10,2277,2066200531,30,27,27,179.7,5.99,5.99,0,0,0
06-Oct-10,2277,2066200530,27,26,25,162.27,6.01,6.01,0,0,0
06-Oct-10,2277,2066200531,33,28,27,197.67,5.99,5.99,0,0,0
13-Oct-10,2277,2066200530,19,14,13,113.81,5.99,5.99,0,0,0
13-Oct-10,2277,2066200531,15,14,14,89.85,5.99,5.99,0,0,0
20-Oct-10,2277,2066200530,22,19,19,132.22,6.01,6.01,0,0,0
20-Oct-10,2277,2066200531,23,20,20,137.77,5.99,5.99,0,0,0
27-Oct-10,2277,2066200530,22,20,20,131.78,5.99,5.99,0,0,0
27-Oct-10,2277,2066200531,19,18,17,113.81,5.99,5.99,0,0,0
03-Nov-10,2277,2066200530,16,16,16,95.84,5.99,5.99,0,0,0
03-Nov-10,2277,2066200531,31,28,28,185.69,5.99,5.99,0,0,0
10-Nov-10,2277,2066200530,24,20,20,143.76,5.99,5.99,0,0,0
10-Nov-10,2277,2066200531,25,22,22,149.75,5.99,5.99,0,0,0
17-Nov-10,2277,2066200530,33,31,31,197.67,5.99,5.99,0,0,0
17-Nov-10,2277,2066200531,32,31,31,191.68,5.99,5.99,0,0,0
24-Nov-10,2277,2066200530,24,24,24,143.76,5.99,5.99,0,0,0
24-Nov-10,2277,2066200531,36,34,34,215.64,5.99,5.99,0,0,0
01-Dec-10,2277,2066200530,22,22,22,131.78,5.99,5.99,0,0,0
01-Dec-10,2277,2066200531,18,17,17,107.82,5.99,5.99,0,0,0
08-Dec-10,2277,2066200530,58,52,50,291.16,5.02,5.99,0,0,1
08-Dec-10,2277,2066200531,25,24,24,124.75,4.99,5.99,0,0,1
15-Dec-10,2277,2066200530,52,45,45,259.48,4.99,5.99,0,0,1
15-Dec-10,2277,2066200531,36,25,23,179.64,4.99,5.99,0,0,1
22-Dec-10,2277,2066200530,16,14,14,92,5.75,5.75,0,0,0
22-Dec-10,2277,2066200531,21,19,19,124.74,5.94,5.94,0,0,0
29-Dec-10,2277,2066200530,15,13,13,89.85,5.99,5.99,0,0,0
29-Dec-10,2277,2066200531,9,9,9,52.92,5.88,5.88,0,0,0
05-Jan-11,2277,2066200530,23,21,21,137.77,5.99,5.99,0,0,0
05-Jan-11,2277,2066200531,18,16,16,107.82,5.99,5.99,0,0,0
12-Jan-11,2277,2066200530,12,12,12,72.36,6.03,6.03,0,0,0
12-Jan-11,2277,2066200531,17,15,15,102.34,6.02,6.02,0,0,0
19-Jan-11,2277,2066200530,28,24,23,167.72,5.99,5.99,0,0,0
19-Jan-11,2277,2066200531,30,24,23,179.7,5.99,5.99,0,0,0
26-Jan-11,2277,2066200530,14,11,11,83.86,5.99,5.99,0,0,0
26-Jan-11,2277,2066200531,17,13,13,102.17,6.01,6.01,0,0,0
02-Feb-11,2277,2066200530,25,20,20,149.75,5.99,5.99,0,0,0
02-Feb-11,2277,2066200531,38,33,33,227.62,5.99,5.99,0,0,0
09-Feb-11,2277,2066200530,30,27,26,179.7,5.99,5.99,0,0,0
09-Feb-11,2277,2066200531,22,22,22,131.78,5.99,5.99,0,0,0
16-Feb-11,2277,2066200530,18,16,16,107.82,5.99,5.99,0,0,0
16-Feb-11,2277,2066200531,25,23,22,149.75,5.99,5.99,0,0,0
23-Feb-11,2277,2066200530,39,36,36,233.61,5.99,5.99,0,0,0
23-Feb-11,2277,2066200531,27,26,26,161.73,5.99,5.99,0,0,0
02-Mar-11,2277,2066200530,16,16,16,95.84,5.99,5.99,0,0,0
02-Mar-11,2277,2066200531,35,32,32,209.65,5.99,5.99,0,0,0
02-Mar-11,2277,2066200532,12,11,11,77.88,6.49,6.49,0,0,0
09-Mar-11,2277,2066200530,12,12,12,71.88,5.99,5.99,0,0,0
09-Mar-11,2277,2066200531,20,18,17,119.8,5.99,5.99,0,0,0
09-Mar-11,2277,2066200532,10,9,9,59.9,5.99,5.99,0,0,0
16-Mar-11,2277,2066200530,21,18,18,125.79,5.99,5.99,0,0,0
16-Mar-11,2277,2066200531,30,25,24,179.7,5.99,5.99,0,0,0
16-Mar-11,2277,2066200532,9,8,8,53.91,5.99,5.99,0,0,0
23-Mar-11,2277,2066200530,22,20,19,131.78,5.99,5.99,0,0,0
23-Mar-11,2277,2066200531,33,28,28,197.67,5.99,5.99,0,0,0
23-Mar-11,2277,2066200532,15,12,12,89.85,5.99,5.99,0,0,0
30-Mar-11,2277,2066200530,23,20,19,137.77,5.99,5.99,0,0,0
30-Mar-11,2277,2066200531,32,28,27,191.68,5.99,5.99,0,0,0
30-Mar-11,2277,2066200532,7,7,7,41.93,5.99,5.99,0,0,0
06-Apr-11,2277,2066200530,19,17,17,113.81,5.99,5.99,0,0,0
06-Apr-11,2277,2066200531,34,28,28,204.68,6.02,6.02,0,0,0
06-Apr-11,2277,2066200532,12,12,12,71.88,5.99,5.99,0,0,0
13-Apr-11,2277,2066200530,26,23,23,155.74,5.99,5.99,0,0,0
13-Apr-11,2277,2066200531,35,29,29,209.65,5.99,5.99,0,0,0
13-Apr-11,2277,2066200532,12,12,12,71.88,5.99,5.99,0,0,0
20-Apr-11,2277,2066200530,10,8,8,59.9,5.99,5.99,0,0,0
20-Apr-11,2277,2066200531,13,10,10,77.87,5.99,5.99,0,0,0
20-Apr-11,2277,2066200532,3,3,3,17.97,5.99,5.99,0,0,0
27-Apr-11,2277,2066200530,24,21,20,143.76,5.99,5.99,0,0,0
27-Apr-11,2277,2066200531,32,28,28,191.68,5.99,5.99,0,0,0
27-Apr-11,2277,2066200532,4,4,4,23.96,5.99,5.99,0,0,0
04-May-11,2277,2066200530,24,19,19,143.76,5.99,5.99,0,0,0
04-May-11,2277,2066200531,23,20,20,137.77,5.99,5.99,0,0,0
04-May-11,2277,2066200532,3,3,3,17.97,5.99,5.99,0,0,0
11-May-11,2277,2066200530,20,18,18,119.8,5.99,5.99,0,0,0
11-May-11,2277,2066200531,26,19,19,155.74,5.99,5.99,0,0,0
11-May-11,2277,2066200532,8,7,7,47.92,5.99,5.99,0,0,0
18-May-11,2277,2066200530,22,20,20,131.78,5.99,5.99,0,0,0
18-May-11,2277,2066200531,20,17,17,119.8,5.99,5.99,0,0,0
18-May-11,2277,2066200532,12,11,11,71.88,5.99,5.99,0,0,0
25-May-11,2277,2066200530,18,16,14,107.82,5.99,5.99,0,0,0
25-May-11,2277,2066200531,10,8,8,59.9,5.99,5.99,0,0,0
25-May-11,2277,2066200532,12,11,11,72.36,6.03,6.03,0,0,0
01-Jun-11,2277,2066200530,10,10,10,59.9,5.99,5.99,0,0,0
01-Jun-11,2277,2066200531,11,10,10,65.89,5.99,5.99,0,0,0
01-Jun-11,2277,2066200532,9,9,9,53.91,5.99,5.99,0,0,0
08-Jun-11,2277,2066200530,10,9,9,64.4,6.44,6.44,0,0,0
08-Jun-11,2277,2066200531,20,16,16,128.8,6.44,6.44,0,0,0
08-Jun-11,2277,2066200532,7,7,7,44.94,6.42,6.42,0,0,0
15-Jun-11,2277,2066200530,22,19,19,142.78,6.49,6.49,0,0,0
15-Jun-11,2277,2066200531,5,5,5,32.45,6.49,6.49,0,0,0
15-Jun-11,2277,2066200532,7,7,7,45.43,6.49,6.49,0,0,0
22-Jun-11,2277,2066200530,12,12,11,77.88,6.49,6.49,0,0,0
22-Jun-11,2277,2066200531,15,13,12,97.35,6.49,6.49,0,0,0
22-Jun-11,2277,2066200532,9,9,8,58.41,6.49,6.49,0,0,0
29-Jun-11,2277,2066200530,31,28,28,139.19,4.49,6.49,0,1,0
29-Jun-11,2277,2066200531,39,31,31,175.11,4.49,6.49,0,1,0
29-Jun-11,2277,2066200532,17,15,15,78.37,4.61,6.49,0,0,1
06-Jul-11,2277,2066200530,42,37,36,188.58,4.49,6.49,1,1,0
06-Jul-11,2277,2066200531,34,29,28,152.66,4.49,6.49,1,1,0
06-Jul-11,2277,2066200532,13,13,13,58.37,4.49,6.49,1,0,0
13-Jul-11,2277,2066200530,52,48,48,235.56,4.53,6.49,1,1,0
13-Jul-11,2277,2066200531,20,16,15,89.8,4.49,6.49,1,1,0
13-Jul-11,2277,2066200532,17,16,16,76.33,4.49,6.49,1,0,0
20-Jul-11,2277,2066200530,46,40,39,206.54,4.49,6.49,0,0,1
20-Jul-11,2277,2066200531,38,30,29,170.62,4.49,6.49,0,1,0
20-Jul-11,2277,2066200532,11,11,11,49.39,4.49,6.49,0,0,1
27-Jul-11,2277,2066200530,15,15,15,89.85,5.99,5.99,0,0,0
27-Jul-11,2277,2066200531,26,19,19,155.74,5.99,5.99,0,0,0
27-Jul-11,2277,2066200532,6,6,6,35.94,5.99,5.99,0,0,0
03-Aug-11,2277,2066200530,16,14,14,95.84,5.99,5.99,0,0,0
03-Aug-11,2277,2066200531,16,14,14,95.84,5.99,5.99,0,0,0
03-Aug-11,2277,2066200532,7,7,7,41.93,5.99,5.99,0,0,0
10-Aug-11,2277,2066200530,25,22,22,150.25,6.01,6.01,0,0,0
10-Aug-11,2277,2066200531,19,16,15,113.81,5.99,5.99,0,0,0
10-Aug-11,2277,2066200532,8,6,6,47.92,5.99,5.99,0,0,0
17-Aug-11,2277,2066200530,18,18,18,108.36,6.02,6.02,0,0,0
17-Aug-11,2277,2066200531,16,14,14,95.84,5.99,5.99,0,0,0
17-Aug-11,2277,2066200532,13,12,12,77.87,5.99,5.99,0,0,0
24-Aug-11,2277,2066200530,14,13,12,90.3,6.45,6.45,0,0,0
24-Aug-11,2277,2066200531,19,16,15,123.31,6.49,6.49,0,0,0
24-Aug-11,2277,2066200532,10,9,9,64.9,6.49,6.49,0,0,0
31-Aug-11,2277,2066200530,17,16,16,110.33,6.49,6.49,0,0,0
31-Aug-11,2277,2066200531,16,15,15,103.84,6.49,6.49,0,0,0
31-Aug-11,2277,2066200532,10,10,10,64.9,6.49,6.49,0,0,0
07-Sep-11,2277,2066200530,36,36,36,179.64,4.99,6.49,0,0,1
07-Sep-11,2277,2066200531,65,50,47,324.35,4.99,6.49,0,0,1
07-Sep-11,2277,2066200532,21,18,17,104.79,4.99,6.49,0,0,1
14-Sep-11,2277,2066200530,49,44,43,244.51,4.99,6.49,0,0,1
14-Sep-11,2277,2066200531,53,48,47,263.41,4.97,6.49,0,0,1
14-Sep-11,2277,2066200532,34,28,27,169.66,4.99,6.49,0,0,1
21-Sep-11,2277,2066200530,27,25,24,163.35,6.05,6.05,0,0,0
21-Sep-11,2277,2066200531,17,16,15,103.53,6.09,6.09,0,0,0
21-Sep-11,2277,2066200532,13,13,13,79.17,6.09,6.09,0,0,0
28-Sep-11,2277,2066200530,15,14,14,91.35,6.09,6.09,0,0,0
28-Sep-11,2277,2066200531,24,20,20,146.16,6.09,6.09,0,0,0
28-Sep-11,2277,2066200532,9,9,9,54.81,6.09,6.09,0,0,0
05-Oct-11,2277,2066200530,21,20,20,127.89,6.09,6.09,0,0,0
05-Oct-11,2277,2066200531,23,20,20,140.07,6.09,6.09,0,0,0
05-Oct-11,2277,2066200532,13,12,12,79.17,6.09,6.09,0,0,0
12-Oct-11,2277,2066200530,26,22,22,158.34,6.09,6.09,0,0,0
12-Oct-11,2277,2066200531,23,20,20,140.07,6.09,6.09,0,0,0
12-Oct-11,2277,2066200532,8,7,7,48.72,6.09,6.09,0,0,0
19-Oct-11,2277,2066200530,21,19,19,138.39,6.59,6.59,0,0,0
19-Oct-11,2277,2066200531,25,21,20,164.25,6.57,6.57,0,0,0
19-Oct-11,2277,2066200532,12,10,10,79.08,6.59,6.59,0,0,0
26-Oct-11,2277,2066200530,17,16,16,112.03,6.59,6.59,0,0,0
26-Oct-11,2277,2066200531,20,16,16,131.2,6.56,6.56,0,0,0
26-Oct-11,2277,2066200532,6,6,6,39.54,6.59,6.59,0,0,0
02-Nov-11,2277,2066200530,21,19,18,138.81,6.61,6.61,0,0,0
02-Nov-11,2277,2066200531,22,20,19,144.98,6.59,6.59,0,0,0
02-Nov-11,2277,2066200532,15,14,14,98.85,6.59,6.59,0,0,0
09-Nov-11,2277,2066200530,18,18,18,118.62,6.59,6.59,0,0,0
09-Nov-11,2277,2066200531,20,18,18,131.8,6.59,6.59,0,0,0
09-Nov-11,2277,2066200532,8,8,8,52.72,6.59,6.59,0,0,0
16-Nov-11,2277,2066200530,24,20,20,143.76,5.99,5.99,0,0,0
16-Nov-11,2277,2066200531,22,20,20,131.78,5.99,5.99,0,0,0
16-Nov-11,2277,2066200532,10,10,10,59.9,5.99,5.99,0,0,0
23-Nov-11,2277,2066200530,22,22,22,131.78,5.99,5.99,0,0,0
23-Nov-11,2277,2066200531,35,31,31,209.65,5.99,5.99,0,0,0
23-Nov-11,2277,2066200532,11,10,10,65.89,5.99,5.99,0,0,0
30-Nov-11,2277,2066200530,15,12,11,89.85,5.99,5.99,0,0,0
30-Nov-11,2277,2066200531,19,16,16,113.81,5.99,5.99,0,0,0
30-Nov-11,2277,2066200532,9,7,7,53.91,5.99,5.99,0,0,0
07-Dec-11,2277,2066200530,24,21,21,143.76,5.99,5.99,0,0,0
07-Dec-11,2277,2066200531,31,25,25,185.69,5.99,5.99,0,0,0
07-Dec-11,2277,2066200532,18,18,17,107.82,5.99,5.99,0,0,0
14-Dec-11,2277,2066200530,17,16,16,101.83,5.99,5.99,0,0,0
14-Dec-11,2277,2066200531,17,13,13,101.83,5.99,5.99,0,0,0
14-Dec-11,2277,2066200532,12,10,10,71.88,5.99,5.99,0,0,0
21-Dec-11,2277,2066200530,12,12,12,83.88,6.99,6.99,0,0,0
21-Dec-11,2277,2066200531,19,17,16,132.81,6.99,6.99,0,0,0
21-Dec-11,2277,2066200532,9,7,7,62.91,6.99,6.99,0,0,0
28-Dec-11,2277,2066200530,9,9,9,62.91,6.99,6.99,0,0,0
28-Dec-11,2277,2066200531,20,17,17,139.8,6.99,6.99,0,0,0
28-Dec-11,2277,2066200532,11,8,8,76.89,6.99,6.99,0,0,0
04-Jan-12,2277,2066200530,11,11,11,76.89,6.99,6.99,0,0,0
04-Jan-12,2277,2066200531,15,12,12,104.85,6.99,6.99,0,0,0
04-Jan-12,2277,2066200532,5,5,5,34.95,6.99,6.99,0,0,0
