WEEK_END_DATE,STORE_NUM,UPC,UNITS,VISITS,HHS,SPEND,PRICE,BASE_PRICE,FEATURE,DISPLAY,TPR_ONLY
28-Jan-09,2277,7218063979,13,13,12,83.98,6.46,6.46,0,0,0
28-Jan-09,2277,7218063983,4,4,4,25.84,6.46,6.46,0,0,0
04-Feb-09,2277,1111087395,19,15,15,62.13,3.27,3.92,0,1,0
04-Feb-09,2277,1111087396,20,12,12,66.8,3.34,4,0,0,1
04-Feb-09,2277,1111087398,45,35,35,146.7,3.26,3.92,0,0,1
04-Feb-09,2277,7192100336,23,20,20,143.52,6.24,6.24,0,0,0
04-Feb-09,2277,7192100337,30,27,27,189.9,6.33,6.33,0,0,0
04-Feb-09,2277,7192100339,38,34,34,240.16,6.32,6.32,0,0,0
04-Feb-09,2277,7218063052,21,20,20,135.66,6.46,6.46,0,0,0
04-Feb-09,2277,7218063979,11,10,10,71.06,6.46,6.46,0,0,0
04-Feb-09,2277,7218063983,9,9,9,57.51,6.39,6.39,0,0,0
11-Feb-09,2277,1111087395,13,12,12,50.44,3.88,3.88,0,0,0
11-Feb-09,2277,1111087396,6,5,5,24,4,4,0,0,0
11-Feb-09,2277,1111087398,37,29,29,126.91,3.43,3.92,0,0,1
11-Feb-09,2277,7192100336,4,4,4,25.16,6.29,6.29,0,0,0
11-Feb-09,2277,7192100337,27,26,26,169.83,6.29,6.29,0,0,0
11-Feb-09,2277,7192100339,25,20,20,158.5,6.34,6.34,0,0,0
11-Feb-09,2277,7218063052,60,50,48,303,5.05,6.46,1,1,0
11-Feb-09,2277,7218063979,49,37,36,250.39,5.11,6.46,1,1,0
11-Feb-09,2277,7218063983,28,26,26,139.72,4.99,6.39,1,1,0
18-Feb-09,2277,1111087395,16,14,13,63.2,3.95,3.95,0,0,0
18-Feb-09,2277,1111087396,6,5,5,23.64,3.94,3.94,0,0,0
18-Feb-09,2277,1111087398,15,13,13,57.75,3.85,3.85,0,0,0
18-Feb-09,2277,7192100336,11,10,10,69.19,6.29,6.29,0,0,0
18-Feb-09,2277,7192100337,23,22,22,144.67,6.29,6.29,0,0,0
18-Feb-09,2277,7192100339,30,27,26,189.9,6.33,6.33,0,0,0
18-Feb-09,2277,7218063052,64,56,55,319.36,4.99,6.46,0,1,0
18-Feb-09,2277,7218063979,55,48,47,274.45,4.99,6.46,0,1,0
18-Feb-09,2277,7218063983,30,26,26,149.7,4.99,6.39,0,1,0
25-Feb-09,2277,1111087395,9,7,7,36,4,4,0,0,0
25-Feb-09,2277,1111087396,7,7,7,27.02,3.86,3.86,0,0,0
25-Feb-09,2277,1111087398,18,14,14,72,4,4,0,0,0
25-Feb-09,2277,7192100336,11,11,11,70.4,6.4,6.4,0,0,0
25-Feb-09,2277,7192100337,19,19,19,119.51,6.29,6.29,0,0,0
25-Feb-09,2277,7192100339,39,34,34,245.31,6.29,6.29,0,0,0
25-Feb-09,2277,7218063052,20,17,17,137.8,6.89,6.89,0,0,0
25-Feb-09,2277,7218063979,25,21,21,170.25,6.81,6.81,0,0,0
25-Feb-09,2277,7218063983,8,8,8,55.12,6.89,6.89,0,0,0
04-Mar-09,2277,1111087395,13,10,10,49.79,3.83,3.83,0,0,0
04-Mar-09,2277,1111087396,4,4,4,16,4,4,0,0,0
04-Mar-09,2277,1111087398,14,11,11,54.46,3.89,3.89,0,0,0
04-Mar-09,2277,7192100336,3,3,3,18.87,6.29,6.29,0,0,0
04-Mar-09,2277,7192100337,10,9,9,62.9,6.29,6.29,0,0,0
04-Mar-09,2277,7192100339,18,16,16,113.22,6.29,6.29,0,0,0
04-Mar-09,2277,7218063052,6,6,6,41.34,6.89,6.89,0,0,0
04-Mar-09,2277,7218063979,1,1,1,6.89,6.89,6.89,0,0,0
04-Mar-09,2277,7218063983,2,2,2,13.78,6.89,6.89,0,0,0
11-Mar-09,2277,1111087395,8,8,8,28.24,3.53,3.53,0,0,0
11-Mar-09,2277,1111087396,8,5,5,32,4,4,0,0,0
11-Mar-09,2277,1111087398,22,16,15,87.56,3.98,3.98,0,0,0
11-Mar-09,2277,7192100336,11,11,11,65.89,5.99,5.99,0,0,0
11-Mar-09,2277,7192100337,16,15,15,95.84,5.99,5.99,0,0,0
11-Mar-09,2277,7192100339,27,23,23,163.35,6.05,6.05,0,0,0
11-Mar-09,2277,7218063052,87,73,73,394.98,4.54,6.89,1,1,0
11-Mar-09,2277,7218063979,55,42,41,245.85,4.47,6.89,1,1,0
11-Mar-09,2277,7218063983,55,43,42,246.95,4.49,6.89,1,1,0
18-Mar-09,2277,1111087395,5,4,4,20,4,4,0,0,0
18-Mar-09,2277,1111087396,6,6,6,23.58,3.93,3.93,0,0,0
18-Mar-09,2277,1111087398,16,12,12,63.68,3.98,3.98,0,0,0
18-Mar-09,2277,7192100336,10,9,9,59.9,5.99,5.99,0,0,0
18-Mar-09,2277,7192100337,20,19,19,119.8,5.99,5.99,0,0,0
18-Mar-09,2277,7192100339,26,23,23,155.74,5.99,5.99,0,0,0
18-Mar-09,2277,7218063052,66,62,62,296.34,4.49,6.89,1,1,0
18-Mar-09,2277,7218063979,73,62,61,327.77,4.49,6.89,1,1,0
18-Mar-09,2277,7218063983,55,44,44,246.95,4.49,6.89,1,1,0
25-Mar-09,2277,1111087395,8,7,7,31.6,3.95,3.95,0,0,0
25-Mar-09,2277,1111087396,15,13,13,55.8,3.72,3.72,0,0,0
25-Mar-09,2277,1111087398,23,18,18,90.16,3.92,3.92,0,0,0
25-Mar-09,2277,7192100336,5,5,5,29.95,5.99,5.99,0,0,0
25-Mar-09,2277,7192100337,18,16,16,107.82,5.99,5.99,0,0,0
25-Mar-09,2277,7192100339,35,33,33,211.05,6.03,6.03,0,0,0
25-Mar-09,2277,7218063052,53,49,48,240.62,4.54,6.89,0,1,0
25-Mar-09,2277,7218063979,33,30,30,150.48,4.56,6.89,0,1,0
25-Mar-09,2277,7218063983,37,32,32,166.13,4.49,6.89,0,1,0
01-Apr-09,2277,1111087395,12,9,9,46.8,3.9,3.9,0,0,0
01-Apr-09,2277,1111087396,9,7,7,36,4,4,0,0,0
01-Apr-09,2277,1111087398,21,16,16,83.16,3.96,3.96,0,0,0
01-Apr-09,2277,7192100336,5,5,5,27.45,5.49,5.99,1,0,0
01-Apr-09,2277,7192100337,22,20,20,120.78,5.49,5.99,1,0,0
01-Apr-09,2277,7192100339,47,41,40,258.03,5.49,6.03,1,1,0
01-Apr-09,2277,7218063052,10,8,8,64.3,6.43,6.89,0,1,0
01-Apr-09,2277,7218063979,18,15,15,113.04,6.28,6.89,0,1,0
01-Apr-09,2277,7218063983,12,11,11,74.64,6.22,6.89,0,1,0
08-Apr-09,2277,1111087395,9,8,8,35.19,3.91,3.91,0,0,0
08-Apr-09,2277,1111087396,5,5,5,19.6,3.92,3.92,0,0,0
08-Apr-09,2277,1111087398,22,19,19,86.9,3.95,3.95,0,0,0
08-Apr-09,2277,7192100336,16,14,13,91.84,5.74,5.99,1,0,0
08-Apr-09,2277,7192100337,35,31,29,192.15,5.49,5.99,1,0,0
08-Apr-09,2277,7192100339,42,34,34,232.68,5.54,6.03,1,1,0
08-Apr-09,2277,7218063052,15,13,13,95.7,6.38,6.89,0,1,0
08-Apr-09,2277,7218063979,7,7,7,44.66,6.38,6.89,0,1,0
08-Apr-09,2277,7218063983,5,5,5,31.9,6.38,6.38,0,0,0
15-Apr-09,2277,1111087395,23,20,19,76.36,3.32,3.91,1,0,0
15-Apr-09,2277,1111087396,15,15,15,50.1,3.34,3.92,1,0,0
15-Apr-09,2277,1111087398,26,20,20,86.32,3.32,3.95,1,0,0
15-Apr-09,2277,7192100336,6,5,5,37.74,6.29,6.29,0,0,0
15-Apr-09,2277,7192100337,25,24,24,157.25,6.29,6.29,0,0,0
15-Apr-09,2277,7192100339,24,22,22,150.96,6.29,6.03,0,1,0
15-Apr-09,2277,7218063052,12,11,11,76.56,6.38,6.38,0,0,0
15-Apr-09,2277,7218063979,9,6,6,57.42,6.38,6.38,0,0,0
15-Apr-09,2277,7218063983,7,6,6,44.66,6.38,6.38,0,0,0
22-Apr-09,2277,1111087395,16,10,10,53.44,3.34,3.91,0,1,0
22-Apr-09,2277,1111087396,6,5,5,20.04,3.34,3.92,0,0,1
22-Apr-09,2277,1111087398,21,17,16,66.36,3.16,3.95,0,0,1
22-Apr-09,2277,7192100336,10,8,8,62.9,6.29,6.29,0,0,0
22-Apr-09,2277,7192100337,28,27,27,176.12,6.29,6.29,0,1,0
22-Apr-09,2277,7192100339,45,43,43,283.05,6.29,6.03,0,1,0
22-Apr-09,2277,7218063052,12,11,11,76.56,6.38,6.38,0,0,0
22-Apr-09,2277,7218063979,16,14,14,102.08,6.38,6.38,0,0,0
22-Apr-09,2277,7218063983,13,13,13,82.94,6.38,6.38,0,0,0
29-Apr-09,2277,1111087395,31,27,27,101.06,3.26,3.91,0,1,0
29-Apr-09,2277,1111087396,22,20,20,72.38,3.29,3.92,0,0,1
29-Apr-09,2277,1111087398,32,27,27,108.8,3.4,3.95,0,1,0
29-Apr-09,2277,7192100336,11,11,11,69.19,6.29,6.29,0,0,0
29-Apr-09,2277,7192100337,17,17,17,106.93,6.29,6.29,0,0,0
29-Apr-09,2277,7192100339,24,23,23,152.16,6.34,6.34,0,0,0
29-Apr-09,2277,7218063052,18,14,14,114.84,6.38,6.38,0,0,0
29-Apr-09,2277,7218063979,8,7,7,51.04,6.38,6.38,0,0,0
29-Apr-09,2277,7218063983,6,6,6,38.28,6.38,6.38,0,0,0
06-May-09,2277,1111087395,17,17,17,55.42,3.26,3.91,1,0,0
06-May-09,2277,1111087396,25,22,22,82.5,3.3,3.92,1,0,0
06-May-09,2277,1111087398,35,31,30,116.2,3.32,3.95,1,1,0
06-May-09,2277,7192100336,9,9,9,56.61,6.29,6.29,0,0,0
06-May-09,2277,7192100337,10,10,10,62.9,6.29,6.29,0,0,0
06-May-09,2277,7192100339,28,26,25,177.24,6.33,6.33,0,0,0
06-May-09,2277,7218063052,15,14,14,96.15,6.41,6.41,0,0,0
06-May-09,2277,7218063979,12,12,12,76.56,6.38,6.38,0,0,0
06-May-09,2277,7218063983,9,9,9,57.42,6.38,6.38,0,0,0
13-May-09,2277,1111087395,17,13,13,55.42,3.26,3.91,1,1,0
13-May-09,2277,1111087396,21,18,18,69.72,3.32,3.92,1,1,0
13-May-09,2277,1111087398,20,18,18,66.4,3.32,3.95,1,1,0
13-May-09,2277,7192100336,7,7,7,44.03,6.29,6.29,0,0,0
13-May-09,2277,7192100337,16,15,15,100.64,6.29,6.29,0,0,0
13-May-09,2277,7192100339,29,25,25,184.73,6.37,6.37,0,0,0
13-May-09,2277,7218063052,16,15,15,102.08,6.38,6.38,0,0,0
13-May-09,2277,7218063979,9,7,7,57.42,6.38,6.38,0,0,0
13-May-09,2277,7218063983,11,8,8,70.18,6.38,6.38,0,0,0
20-May-09,2277,1111087395,13,10,10,53.17,4.09,4.09,0,0,0
20-May-09,2277,1111087396,14,11,11,54.88,3.92,3.92,0,0,0
20-May-09,2277,1111087398,28,23,23,109.2,3.9,3.9,0,0,0
20-May-09,2277,7192100336,7,6,6,44.03,6.29,6.29,0,0,0
20-May-09,2277,7192100337,19,18,18,119.51,6.29,6.29,0,0,0
20-May-09,2277,7192100339,31,29,29,194.99,6.29,6.29,0,0,0
20-May-09,2277,7218063052,17,16,16,108.97,6.41,6.41,0,0,0
20-May-09,2277,7218063979,8,7,7,51.04,6.38,6.38,0,0,0
20-May-09,2277,7218063983,8,7,7,51.52,6.44,6.44,0,0,0
27-May-09,2277,1111087395,10,9,9,39.6,3.96,3.96,0,0,0
27-May-09,2277,1111087396,18,13,13,67.68,3.76,3.76,0,0,0
27-May-09,2277,1111087398,16,14,14,62.08,3.88,3.88,0,0,0
27-May-09,2277,7192100336,7,7,7,37.03,5.29,6.29,1,0,0
27-May-09,2277,7192100337,30,27,27,158.7,5.29,6.29,1,0,0
27-May-09,2277,7192100339,45,41,41,238.95,5.31,6.29,1,1,0
27-May-09,2277,7218063052,15,12,12,95.7,6.38,6.38,0,0,0
27-May-09,2277,7218063979,4,3,3,25.52,6.38,6.38,0,0,0
27-May-09,2277,7218063983,5,5,5,31.9,6.38,6.38,0,0,0
03-Jun-09,2277,1111087395,6,4,4,24,4,4,0,0,0
03-Jun-09,2277,1111087396,9,7,7,35.19,3.91,3.91,0,0,0
03-Jun-09,2277,1111087398,15,13,13,55.8,3.72,3.72,0,0,0
03-Jun-09,2277,7192100336,16,15,15,86.88,5.43,6.29,1,0,0
03-Jun-09,2277,7192100337,20,19,19,105.8,5.29,6.29,1,0,0
03-Jun-09,2277,7192100339,49,46,44,263.62,5.38,6.29,1,0,0
03-Jun-09,2277,7218063052,15,12,12,95.7,6.38,6.38,0,0,0
03-Jun-09,2277,7218063979,13,9,8,82.94,6.38,6.38,0,0,0
03-Jun-09,2277,7218063983,8,7,7,51.04,6.38,6.38,0,0,0
10-Jun-09,2277,1111087395,10,9,9,38.4,3.84,3.84,0,0,0
10-Jun-09,2277,1111087396,6,6,6,23.34,3.89,3.89,0,0,0
10-Jun-09,2277,1111087398,12,11,11,46.32,3.86,3.86,0,0,0
10-Jun-09,2277,7192100336,9,8,8,56.61,6.29,6.29,0,0,0
10-Jun-09,2277,7192100337,14,14,14,88.06,6.29,6.29,0,0,0
10-Jun-09,2277,7192100339,35,31,31,220.15,6.29,6.29,0,0,0
10-Jun-09,2277,7218063052,18,14,14,115.38,6.41,6.41,0,0,0
10-Jun-09,2277,7218063979,9,7,7,57.42,6.38,6.38,0,0,0
10-Jun-09,2277,7218063983,7,7,7,44.66,6.38,6.38,0,0,0
17-Jun-09,2277,1111087395,11,10,10,43.23,3.93,3.93,0,0,0
17-Jun-09,2277,1111087396,13,11,11,52,4,4,0,0,0
17-Jun-09,2277,1111087398,16,15,15,63.68,3.98,3.98,0,0,0
17-Jun-09,2277,7192100336,6,6,5,37.74,6.29,6.29,0,0,0
17-Jun-09,2277,7192100337,23,23,23,144.67,6.29,6.29,0,1,0
17-Jun-09,2277,7192100339,34,33,33,213.86,6.29,6.29,0,0,0
17-Jun-09,2277,7218063052,16,13,13,102.08,6.38,6.38,0,0,0
17-Jun-09,2277,7218063979,9,8,8,57.42,6.38,6.38,0,0,0
17-Jun-09,2277,7218063983,11,11,11,70.18,6.38,6.38,0,0,0
24-Jun-09,2277,1111087395,12,10,10,46.44,3.87,3.87,0,0,0
24-Jun-09,2277,1111087396,5,4,4,19.65,3.93,3.93,0,0,0
24-Jun-09,2277,1111087398,13,10,10,51.61,3.97,3.97,0,0,0
24-Jun-09,2277,7192100336,9,9,9,56.61,6.29,6.29,0,0,0
24-Jun-09,2277,7192100337,25,23,22,158.5,6.34,6.34,0,0,0
24-Jun-09,2277,7192100339,37,34,34,232.73,6.29,6.29,0,0,0
24-Jun-09,2277,7218063052,12,10,10,76.56,6.38,6.38,0,0,0
24-Jun-09,2277,7218063979,7,7,7,44.66,6.38,6.38,0,0,0
24-Jun-09,2277,7218063983,8,8,8,51.04,6.38,6.38,0,0,0
01-Jul-09,2277,1111087395,13,10,10,50.05,3.85,3.85,0,0,0
01-Jul-09,2277,1111087396,14,13,13,55.58,3.97,3.97,0,0,0
01-Jul-09,2277,1111087398,15,12,12,58.8,3.92,3.92,0,0,0
01-Jul-09,2277,7192100336,6,6,6,37.74,6.29,6.29,0,0,0
01-Jul-09,2277,7192100337,21,20,20,133.35,6.35,6.35,0,0,0
01-Jul-09,2277,7192100339,41,39,37,260.35,6.35,6.35,0,0,0
01-Jul-09,2277,7218063052,27,25,25,148.23,5.49,6.38,0,0,1
01-Jul-09,2277,7218063979,15,13,13,83.7,5.58,6.38,0,0,1
01-Jul-09,2277,7218063983,12,11,11,65.88,5.49,6.38,0,0,1
08-Jul-09,2277,1111087395,12,11,11,46.92,3.91,3.91,0,0,0
08-Jul-09,2277,1111087396,7,6,6,28,4,4,0,0,0
08-Jul-09,2277,1111087398,16,14,14,64.48,4.03,4.03,0,0,0
08-Jul-09,2277,7192100336,26,26,25,129.74,4.99,6.29,1,0,0
08-Jul-09,2277,7192100337,40,39,38,204.8,5.12,6.35,1,0,0
08-Jul-09,2277,7192100339,80,73,71,399.2,4.99,6.35,1,1,0
08-Jul-09,2277,7218063052,17,16,16,93.33,5.49,6.38,0,0,1
08-Jul-09,2277,7218063979,22,18,18,120.78,5.49,6.38,0,0,1
08-Jul-09,2277,7218063983,12,11,11,65.88,5.49,6.38,0,0,1
15-Jul-09,2277,1111087395,12,11,11,47.64,3.97,3.97,0,0,0
15-Jul-09,2277,1111087396,10,9,9,39.6,3.96,3.96,0,0,0
15-Jul-09,2277,1111087398,19,12,12,74.29,3.91,3.91,0,0,0
15-Jul-09,2277,7192100336,14,12,12,69.86,4.99,6.29,1,0,0
15-Jul-09,2277,7192100337,57,53,53,284.43,4.99,6.35,1,1,0
15-Jul-09,2277,7192100339,76,68,64,379.24,4.99,6.35,1,1,0
15-Jul-09,2277,7218063052,17,17,16,93.33,5.49,6.38,0,0,1
15-Jul-09,2277,7218063979,17,14,13,93.33,5.49,6.38,0,0,1
15-Jul-09,2277,7218063983,17,15,15,94.69,5.57,6.38,0,0,1
22-Jul-09,2277,1111087395,8,8,8,32,4,4,0,0,0
22-Jul-09,2277,1111087396,13,10,10,51.61,3.97,3.97,0,0,0
22-Jul-09,2277,1111087398,16,15,15,64,4,4,0,0,0
22-Jul-09,2277,7192100336,7,7,7,49.91,7.13,7.13,0,0,0
22-Jul-09,2277,7192100337,10,9,9,72.6,7.26,7.26,0,0,0
22-Jul-09,2277,7192100339,16,16,15,119.84,7.49,7.49,0,0,0
22-Jul-09,2277,7218063052,37,30,30,203.13,5.49,6.38,0,1,0
22-Jul-09,2277,7218063979,32,27,27,175.68,5.49,6.38,0,0,1
22-Jul-09,2277,7218063983,23,18,18,126.27,5.49,6.38,0,0,1
29-Jul-09,2277,1111087395,7,6,6,28,4,4,0,0,0
29-Jul-09,2277,1111087396,15,12,12,58.8,3.92,3.92,0,0,0
29-Jul-09,2277,1111087398,31,25,25,123.07,3.97,3.97,0,0,0
29-Jul-09,2277,7192100336,5,5,5,37.45,7.49,7.49,0,0,0
29-Jul-09,2277,7192100337,10,13,13,74.9,7.49,7.49,0,0,0
29-Jul-09,2277,7192100339,28,24,22,209.72,7.49,7.49,0,0,0
29-Jul-09,2277,7218063052,13,13,13,82.55,6.35,6.38,0,1,0
29-Jul-09,2277,7218063979,13,13,13,82.94,6.38,6.38,0,1,0
29-Jul-09,2277,7218063983,15,15,15,95.7,6.38,6.38,0,1,0
05-Aug-09,2277,1111087395,10,9,9,39.6,3.96,3.96,0,0,0
05-Aug-09,2277,1111087396,13,12,12,52,4,4,0,0,0
05-Aug-09,2277,1111087398,23,19,19,88.55,3.85,3.85,0,0,0
05-Aug-09,2277,7192100336,3,3,3,22.47,7.49,7.49,0,0,0
05-Aug-09,2277,7192100337,11,10,10,82.39,7.49,7.49,0,0,0
05-Aug-09,2277,7192100339,21,20,19,157.29,7.49,7.49,0,0,0
05-Aug-09,2277,7218063052,21,20,19,133.98,6.38,6.38,0,0,0
05-Aug-09,2277,7218063979,20,16,16,127.6,6.38,6.38,0,0,0
05-Aug-09,2277,7218063983,6,5,5,38.28,6.38,6.38,0,0,0
12-Aug-09,2277,1111087395,8,7,7,31.6,3.95,3.95,0,0,0
12-Aug-09,2277,1111087396,15,12,11,59.55,3.97,3.97,0,0,0
12-Aug-09,2277,1111087398,19,17,17,74.29,3.91,3.91,0,0,0
12-Aug-09,2277,7192100336,11,10,10,82.39,7.49,7.49,0,0,0
12-Aug-09,2277,7192100337,19,18,18,142.31,7.49,7.49,0,0,0
12-Aug-09,2277,7192100339,24,19,18,179.76,7.49,7.49,0,0,0
12-Aug-09,2277,7218063052,20,18,18,128.2,6.41,6.41,0,0,0
12-Aug-09,2277,7218063979,11,10,10,70.18,6.38,6.38,0,0,0
12-Aug-09,2277,7218063983,9,7,7,57.42,6.38,6.38,0,0,0
19-Aug-09,2277,1111087395,13,12,12,51.22,3.94,3.94,0,0,0
19-Aug-09,2277,1111087396,10,7,7,40,4,4,0,0,0
19-Aug-09,2277,1111087398,17,13,13,66.64,3.92,3.92,0,0,0
19-Aug-09,2277,7192100336,5,5,5,37.45,7.49,7.49,0,0,0
19-Aug-09,2277,7192100337,7,7,7,52.43,7.49,7.49,0,0,0
19-Aug-09,2277,7192100339,18,16,16,134.82,7.49,7.49,0,0,0
19-Aug-09,2277,7218063052,17,16,16,108.46,6.38,6.38,0,0,0
19-Aug-09,2277,7218063979,13,12,11,83.46,6.42,6.42,0,0,0
19-Aug-09,2277,7218063983,7,7,7,44.66,6.38,6.38,0,0,0
26-Aug-09,2277,1111087395,21,16,16,70.14,3.34,3.94,1,0,0
26-Aug-09,2277,1111087396,13,11,11,43.16,3.32,4,1,0,0
26-Aug-09,2277,1111087398,28,22,22,96.6,3.45,3.92,1,0,0
26-Aug-09,2277,7192100336,7,6,6,51.66,7.38,7.38,0,0,0
26-Aug-09,2277,7192100337,8,8,8,59.2,7.4,7.4,0,0,0
26-Aug-09,2277,7192100339,11,9,9,82.39,7.49,7.49,0,0,0
26-Aug-09,2277,7218063052,42,33,33,213.36,5.08,6.38,1,0,0
26-Aug-09,2277,7218063979,28,24,24,139.72,4.99,6.42,1,0,0
26-Aug-09,2277,7218063983,22,21,20,109.78,4.99,6.38,1,0,0
02-Sep-09,2277,1111087395,26,22,22,87.1,3.35,3.94,0,0,1
02-Sep-09,2277,1111087396,18,16,16,62.82,3.49,4,0,0,1
02-Sep-09,2277,1111087398,38,30,29,131.86,3.47,3.92,0,0,1
02-Sep-09,2277,7192100336,9,9,9,67.41,7.49,7.49,0,0,0
02-Sep-09,2277,7192100337,8,8,8,59.92,7.49,7.49,0,0,0
02-Sep-09,2277,7192100339,16,16,15,119.84,7.49,7.49,0,0,0
02-Sep-09,2277,7218063052,38,35,35,189.62,4.99,6.38,0,1,0
02-Sep-09,2277,7218063979,30,22,22,149.7,4.99,6.42,0,1,0
02-Sep-09,2277,7218063983,31,24,24,154.69,4.99,6.38,0,1,0
09-Sep-09,2277,1111087395,6,6,6,29.34,4.89,4.89,0,0,0
09-Sep-09,2277,1111087396,6,6,5,29.34,4.89,4.89,0,0,0
09-Sep-09,2277,1111087398,16,14,13,78.24,4.89,4.89,0,0,0
09-Sep-09,2277,7192100336,5,5,5,34.95,6.99,6.99,0,0,0
09-Sep-09,2277,7192100337,13,12,12,90.87,6.99,6.99,0,0,0
09-Sep-09,2277,7192100339,28,25,25,195.72,6.99,6.99,0,0,0
09-Sep-09,2277,7218063052,9,9,9,62.01,6.89,6.38,0,1,0
09-Sep-09,2277,7218063979,7,7,7,48.23,6.89,6.42,0,1,0
09-Sep-09,2277,7218063983,5,5,5,34.45,6.89,6.38,0,1,0
16-Sep-09,2277,1111087395,7,7,7,34.23,4.89,4.89,0,0,0
16-Sep-09,2277,1111087396,10,8,8,46.5,4.65,4.65,0,0,0
16-Sep-09,2277,1111087398,26,20,20,125.58,4.83,4.83,0,0,0
16-Sep-09,2277,7192100336,15,15,15,104.85,6.99,6.99,0,0,0
16-Sep-09,2277,7192100337,21,21,21,146.79,6.99,6.99,0,1,0
16-Sep-09,2277,7192100339,47,43,43,328.53,6.99,6.99,0,1,0
16-Sep-09,2277,7218063052,8,6,6,55.12,6.89,6.89,0,0,0
16-Sep-09,2277,7218063979,13,9,9,89.57,6.89,6.89,0,0,0
16-Sep-09,2277,7218063983,3,3,3,20.67,6.89,6.89,0,0,0
23-Sep-09,2277,1111087395,2,2,2,6.3,3.15,4.89,0,0,1
23-Sep-09,2277,1111087396,6,5,5,26.34,4.39,4.39,0,0,0
23-Sep-09,2277,1111087398,4,4,4,17.96,4.49,4.49,0,0,0
23-Sep-09,2277,7192100336,75,66,66,335.25,4.47,6.99,1,1,0
23-Sep-09,2277,7192100337,103,89,89,460.41,4.47,6.99,1,1,0
23-Sep-09,2277,7192100339,158,134,131,711,4.5,6.99,1,1,0
23-Sep-09,2277,7218063052,8,8,8,55.12,6.89,6.89,0,0,0
23-Sep-09,2277,7218063979,9,8,8,62.01,6.89,6.89,0,0,0
23-Sep-09,2277,7218063983,7,7,7,48.23,6.89,6.89,0,0,0
30-Sep-09,2277,1111087395,5,4,4,23.45,4.69,4.69,0,0,0
30-Sep-09,2277,1111087396,2,1,1,9.46,4.73,4.73,0,0,0
30-Sep-09,2277,1111087398,10,8,8,44.9,4.49,4.49,0,0,0
30-Sep-09,2277,7192100336,41,37,36,183.27,4.47,6.99,1,0,0
30-Sep-09,2277,7192100337,104,83,83,464.88,4.47,6.99,1,1,0
30-Sep-09,2277,7192100339,180,150,147,806.4,4.48,6.99,1,1,0
30-Sep-09,2277,7218063052,10,8,8,68.9,6.89,6.89,0,0,0
30-Sep-09,2277,7218063979,10,9,9,68.9,6.89,6.89,0,0,0
30-Sep-09,2277,7218063983,10,10,10,68.9,6.89,6.89,0,0,0
07-Oct-09,2277,1111087396,3,2,2,12.42,4.14,4.73,0,0,1
07-Oct-09,2277,7192100336,49,48,48,219.03,4.47,6.99,0,1,0
07-Oct-09,2277,7192100337,43,41,41,192.21,4.47,6.99,0,1,0
07-Oct-09,2277,7192100339,79,71,71,353.13,4.47,6.99,0,1,0
07-Oct-09,2277,7218063052,15,14,13,95.7,6.38,6.38,0,0,0
07-Oct-09,2277,7218063979,12,10,10,76.56,6.38,6.38,0,0,0
07-Oct-09,2277,7218063983,13,10,10,82.94,6.38,6.38,0,0,0
14-Oct-09,2277,1111087395,3,3,3,14.19,4.73,4.73,0,0,0
14-Oct-09,2277,1111087396,6,4,4,29.34,4.89,4.89,0,0,0
